-15 0 -6.75 -7.15 -6.55 -6.75 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 0
-15 0 -7.15 -6.55 -6.75 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 0
-15 0 -7.15 -6.55 -6.75 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 0
-15 0 -6.55 -6.75 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 0
-15 0 -6.75 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 0
-14.9985 0.168478 -6.75 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 10
-14.9771 0.657055 -6.95 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 10
-14.9314 1.12133 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 10
-14.8626 1.56251 -7.15 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 10
-14.772 1.98174 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 10
-14.6604 2.38011 -7.15 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 10
-14.5291 2.75867 -6.75 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 10
-14.379 3.1184 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 10
-14.211 3.46024 -6.55 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 10
-14.026 3.78506 -6.55 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 10
-13.8249 4.09374 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 10
-13.6084 4.38707 -5.75 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 10
-13.3774 4.6658 -4.95 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 10
-13.1325 4.93067 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 10
-12.8744 5.18236 -4.15 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 10
-12.6039 5.42154 -4.55 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 10
-12.3214 5.64881 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 10
-12.0276 5.86478 -3.95 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 10
-11.7232 6.07001 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 10
-11.4085 6.26503 -4.35 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 10
-11.0841 6.45034 -4.15 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 10
-10.7505 6.62644 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 10
-10.4082 6.79378 -3.15 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 10
-10.0575 6.95279 -3.75 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 10
-9.69898 7.10389 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 10
-9.33292 7.24748 -3.15 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 10
-8.95972 7.38392 -3.95 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 10
-8.57974 7.51358 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 10
-8.19332 7.63679 -4.35 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 10
-7.80077 7.75386 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 -4.55 10
-7.40241 7.86512 -4.55 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 -4.55 10
-6.99851 7.97084 -4.15 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 -4.55 -3.55 10
-6.58937 8.0713 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 -4.55 -3.55 -4.35 10
-6.17523 8.16676 -3.75 -4.35 -3.55 -3.15 -2.95 -3.95 -4.35 -5.35 -5.35 -4.55 -3.55 -4.35 10
