0 0 -4.55 -5.55 -4.95 -4.35 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 0
0 0 -5.55 -4.95 -4.35 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 0
0 0 -5.55 -4.95 -4.35 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 0
-0.00889891 -0.411092 -4.95 -4.35 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -10
-0.0374513 -0.582512 -4.35 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 0
-0.0663997 -0.553535 -4.35 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 0
-0.093908 -0.525999 -4.15 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 0
-0.120048 -0.499833 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 0
-0.144888 -0.474969 -4.75 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 0
-0.168492 -0.451342 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 0
-0.190922 -0.42889 -3.95 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 0
-0.212236 -0.407555 -3.35 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 0
-0.232489 -0.387281 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 0
-0.251736 -0.368016 -4.15 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 0
-0.270024 -0.349709 -4.55 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 0
-0.287403 -0.332313 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 0
-0.303918 -0.315782 -5.35 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 0
-0.319611 -0.300073 -4.35 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 0
-0.334524 -0.285146 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 0
-0.348694 -0.270962 -4.35 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 0
-0.36216 -0.257483 -5.35 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 0
-0.374956 -0.244674 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 0
-0.387115 -0.232503 -4.55 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 0
-0.398669 -0.220937 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 0
-0.409649 -0.209947 -4.75 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 0
-0.420083 -0.199503 -3.95 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 0
-0.429897 -0.149679 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 10
-0.424307 0.354726 -4.15 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 10
-0.39365 0.834038 -4.35 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 10
-0.339173 1.28951 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 10
-0.267606 1.39787 -3.95 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 0
-0.198138 1.32833 -2.95 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 0
-0.132125 1.26225 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 0
-0.0693966 1.19946 -2.15 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 0
-0.00978826 1.1398 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 0
0.0362159 0.633746 -2.15 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -10
0.0546818 0.105262 -2.15 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -10
0.0468843 -0.396932 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -10
0.0141298 -0.874145 -2.55 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -10
-0.0414348 -1.19853 -3.35 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 0
-0.100997 -1.1389 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 0
-0.157595 -1.08225 -4.15 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 0
-0.211379 -1.02841 -5.15 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 0
-0.262487 -0.977255 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 0
-0.311052 -0.928642 -5.95 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 0
-0.362747 -1.2069 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -10
-0.435753 -1.64382 -4.95 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -10
-0.530473 -2.059 -5.35 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -10
-0.645825 -2.45354 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -10
-0.780784 -2.82844 -5.95 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -10
-0.934374 -3.1847 -4.95 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -10
-1.09797 -3.14094 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 0
-1.25407 -2.98469 -4.35 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 0
-1.40239 -2.83622 -4.75 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 0
-1.53444 -2.28404 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 10
-1.63492 -1.67346 -4.75 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 10
-1.70506 -1.09325 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 10
-1.74636 -0.541913 -4.35 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 10
-1.76026 -0.0179972 -4.95 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 10
-1.74812 0.479856 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 10
-1.71125 0.952944 -3.95 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 10
-1.65086 1.4025 -3.35 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 10
-1.56814 1.82969 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 10
-1.46418 2.23563 -2.75 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 10
-1.3414 2.46273 -2.55 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 0
-1.21901 2.34022 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 -1.35 0
-1.10272 2.22381 -2.75 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 -1.35 0
-0.992201 2.11318 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 -1.35 -1.15 0
-0.887185 2.00806 -3.15 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 -1.35 -1.15 0
-0.787392 1.90817 -3.95 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 -1.35 -1.15 -1.95 0
-0.690272 2.02096 -3.75 -2.75 -2.75 -2.55 -1.75 -1.35 -1.55 -1.75 -1.35 -1.15 -1.95 -2.75 10
